,x,y
175,17400.0,53900.0
176,17400.0,53916.6667
177,17450.0,53700.0
178,17450.0,55250.0
179,17466.6667,52833.3333
180,17466.6667,53516.6667
181,17483.3333,54550.0
182,17566.6667,53716.6667
183,17583.3333,52550.0
184,17583.3333,53683.3333
185,17670.0,54033.3333
186,17716.6667,53066.6667
187,17733.3333,53550.0
188,17766.6667,53533.3333
189,17816.1111,54284.1667
190,17816.6667,55666.6667
191,17850.0,52983.3333
192,17883.3333,53050.0
193,17916.6667,53516.6667
194,17933.3333,56333.3333
195,17950.0,55683.3333
196,18000.0,53966.6667
197,18083.3333,56483.3333
198,18116.6667,55633.3333
199,18116.6667,56533.3333
200,18133.3333,55266.6667
201,18200.0,56550.0
202,18300.0,55966.6667
203,18316.6667,56600.0
204,18350.0,54700.0
205,18350.0,55166.6667
206,18366.6667,54933.3333
207,18433.3333,53133.3333
208,18466.6667,56450.0
209,18483.3333,56050.0
210,18600.0,54883.3333
211,18650.0,54083.3333
212,18650.0,56533.3333
213,18966.6667,54783.3333
214,19000.0,56916.6667
215,19100.0,56966.6667
216,19500.0,54866.6667
217,19650.0,57700.0
218,19800.0,57716.6667
219,19833.3333,57750.0
220,19933.3333,56316.6667
221,20033.3333,55600.0
222,20050.0,57733.3333
223,20183.3333,56033.3333
224,20250.0,58733.3333
225,20300.0,58633.3333
226,20316.6667,56166.6667
227,20350.0,58683.3333
228,20366.6667,58783.3333
229,20400.0,58816.6667
230,20405.8333,58788.8889
231,20416.6667,58733.3333
232,20416.6667,58750.0
233,20421.9444,58816.9444
234,20433.3333,58766.6667
235,20461.6667,58781.9444
236,20466.6667,58050.0
237,20466.6667,58783.3333
238,20466.6667,58900.0
239,20477.7778,58898.6111
240,20483.3333,56250.0
241,20509.1667,58785.2778
242,20516.6667,58950.0
243,20521.3889,58944.7222
244,20533.3333,55933.3333
245,20546.3889,58936.3889
246,20548.3333,58807.5
247,20550.0,57516.6667
248,20559.1667,58931.3889
249,20560.2778,58840.5556
250,20566.6667,58816.6667
251,20590.8333,58904.7222
252,20599.1667,58854.1667
253,20600.0,58850.0
254,20616.6667,56616.6667
255,20616.6667,56933.3333
256,20616.6667,58200.0
257,20658.8889,58870.2778
258,20666.6667,58883.3333
259,20683.3333,56500.0
260,20783.3333,56150.0
261,20848.3333,58733.8889
262,20883.3333,56116.6667
263,20883.3333,56516.6667
264,20950.0,56766.6667
265,21016.6667,58016.6667
266,21066.6667,58350.0
267,21100.0,58883.3333
268,21250.0,59050.0
269,21283.3333,58233.3333
270,21400.0,58400.0
271,21400.0,59283.3333
272,21500.0,57333.3333
273,21583.3333,58616.6667
274,21600.0,58650.0
275,21700.0,58633.3333
276,21850.0,59566.6667
277,22005.8333,59354.7222
278,22014.1667,59661.3889
279,22016.1111,59324.1667
280,22021.1111,59445.8333
281,22027.2222,59445.5556
282,22032.2222,59490.2778
283,22036.9444,59477.7778
284,22050.0,59633.3333
285,22069.7222,59471.9444
286,22081.6667,59279.7222
287,22083.3333,56000.0
288,22085.2778,59685.5556
289,22109.7222,59382.5
290,22110.8333,59609.7222
291,22118.0556,59403.0556
292,22119.7222,59715.2778
293,22126.1111,59405.0
294,22128.8889,59721.1111
295,22129.4444,59624.1667
296,22140.5556,59161.3889
297,22163.6111,59235.0
298,22166.9444,59653.6111
299,22168.6111,58039.7222
300,22179.1667,59764.1667
301,22192.7778,59221.3889
302,22219.7222,59202.5
303,22226.3889,59799.1667
304,22243.0556,59215.5556
305,22261.9444,59693.8889
306,22293.0556,59820.5556
307,22299.4444,58070.0
308,22370.2778,58059.4444
309,22374.7222,58011.9444
310,22382.2222,58212.7778
311,22383.3333,57533.3333
312,22393.3333,58853.0556
313,22398.8889,59324.7222
314,22399.7222,59248.6111
315,22407.5,59325.5556
316,22410.2778,58026.1111
317,22416.1111,59178.0556
318,22420.2778,59151.3889
319,22421.3889,59252.5
320,22427.7778,59361.1111
321,22428.6111,58017.7778
322,22428.6111,59410.2778
323,22430.8333,59385.2778
324,22433.3333,58783.3333
325,22435.5556,58800.5556
326,22437.7778,59828.6111
327,22446.1111,58813.0556
328,22447.2222,58019.1667
329,22448.6111,59828.0556
330,22449.1667,59374.1667
331,22450.0,58800.0
332,22451.9444,58794.4444
333,22466.6667,57966.6667
334,22470.2778,59106.6667
335,22473.6111,59763.0556
336,22473.8889,58017.2222
337,22478.3333,59126.1111
338,22491.9444,59718.3333
339,22496.3889,59396.3889
340,22498.6111,58028.6111
341,22500.0,57083.3333
342,22500.8333,58743.8889
343,22502.2222,58114.7222
344,22505.2778,58021.1111
345,22509.7222,59122.2222
346,22513.3333,59341.1111
347,22516.6667,58150.0
348,22519.7222,59410.0
349,22522.5,58158.8889
350,22523.0556,59788.8889
351,22525.0,58123.8889
352,22528.6111,59528.8889
353,22538.6111,58118.0556
354,22539.4444,59381.1111
355,22545.0,58176.9444
356,22545.5556,59506.3889
357,22546.9444,59128.0556
358,22549.1667,59521.3889
359,22549.7222,59120.2778
360,22550.0,58666.6667
361,22550.5556,58686.3889
362,22550.5556,59328.0556
363,22552.2222,58004.1667
364,22557.7778,59617.2222
365,22558.8889,58027.2222
366,22558.8889,59108.3333
367,22559.1667,59477.2222
368,22563.6111,58192.7778
369,22566.6667,58700.0
370,22566.6667,59100.0
371,22566.6667,59528.8889
372,22566.9444,59542.7778
373,22567.7778,59111.3889
374,22568.0556,59290.8333
375,22568.8889,59522.2222
376,22569.1667,58120.0
377,22572.7778,58192.7778
378,22577.5,58023.6111
379,22579.1667,59500.2778
380,22580.0,59511.1111
381,22580.2778,58130.5556
382,22583.6111,58683.0556
383,22588.3333,59286.3889
384,22590.2778,59090.8333
385,22598.6111,58826.3889
386,22599.7222,59268.8889
387,22602.5,58182.7778
388,22603.0556,59085.0
389,22603.3333,59465.2778
390,22611.6667,59468.0556
391,22612.5,58668.3333
392,22614.4444,59092.5
393,22615.2778,58137.5
394,22615.8333,58040.8333
395,22616.1111,57998.3333
396,22616.6667,57300.0
397,22617.2222,59295.0
398,22626.3889,58148.6111
399,22626.6667,58006.3889
400,22631.1111,59437.5
401,22633.3333,58533.3333
402,22633.3333,58550.0
403,22633.3333,58666.6667
404,22635.2778,59307.2222
405,22640.2778,59290.5556
406,22642.2222,59287.5
407,22645.0,59252.7778
408,22646.9444,59261.3889
409,22647.7778,59272.2222
410,22650.0,57333.3333
411,22650.2778,59347.7778
412,22656.6667,59215.2778
413,22660.0,58042.2222
414,22666.6667,57283.3333
415,22666.6667,57350.0
416,22666.6667,57983.3333
417,22666.6667,58033.3333
418,22676.3889,59310.8333
419,22683.3333,57283.3333
420,22683.3333,58516.6667
421,22683.3333,58533.3333
422,22690.2778,58546.9444
423,22700.0,56833.3333
424,22700.8333,59370.0
425,22705.2778,58528.0556
426,22712.2222,58509.4444
427,22714.1667,58171.6667
428,22716.6667,57233.3333
429,22716.6667,58516.6667
430,22720.5556,57996.3889
431,22724.1667,58651.9444
432,22728.3333,58531.9444
433,22731.6667,59162.2222
434,22733.3333,58650.0
435,22733.3333,58683.3333
436,22750.0,56966.6667
437,22750.5556,59175.5556
438,22755.0,58654.1667
439,22759.1667,58651.1111
440,22764.1667,58501.1111
441,22766.6667,57483.3333
442,22766.6667,57516.6667
443,22766.6667,57633.3333
444,22766.6667,57666.6667
445,22766.6667,57750.0
446,22766.6667,57850.0
447,22766.6667,58016.6667
448,22766.6667,58666.6667
449,22770.8333,59213.6111
450,22776.6667,58012.5
451,22783.3333,57433.3333
452,22783.3333,57600.0
453,22783.3333,57666.6667
454,22783.3333,57800.0
455,22783.3333,57816.6667
456,22783.3333,57850.0
457,22784.1667,59138.8889
458,22785.8333,59139.1667
459,22785.8333,59228.8889
460,22792.5,59121.3889
461,22792.5,59230.5556
462,22797.7778,58127.2222
463,22798.6111,59232.2222
464,22799.7222,59176.3889
465,22800.0,57583.3333
466,22800.0,57716.6667
467,22800.0,58000.0
468,22801.3889,59243.6111
469,22803.8889,58025.0
470,22806.9444,59174.4444
471,22808.0556,57997.7778
472,22816.6667,57533.3333
473,22816.6667,57750.0
474,22816.6667,58150.0
475,22817.7778,58155.8333
476,22822.2222,59261.1111
477,22827.2222,59256.1111
478,22828.3333,59258.3333
479,22830.8333,59225.0
480,22830.8333,59254.7222
481,22831.1111,58990.2778
482,22831.6667,58168.0556
483,22833.0556,59233.0556
484,22839.1667,59248.0556
485,22841.9444,58168.8889
486,22850.0,57466.6667
487,22850.0,57966.6667
488,22861.3889,58057.2222
489,22866.6667,57516.6667
490,22876.9444,58206.3889
491,22880.5556,58775.0
492,22883.3333,57533.3333
493,22883.3333,57750.0
494,22883.3333,57933.3333
495,22883.3333,58216.6667
496,22886.1111,58013.6111
497,22889.1667,59184.1667
498,22894.1667,59165.0
499,22896.3889,58420.5556
500,22898.8889,58023.8889
501,22899.4444,59085.8333
502,22900.0,57250.0
503,22900.0,57766.6667
504,22900.0,57916.6667
505,22900.0,58016.6667
506,22906.6667,58883.0556
507,22911.6667,58046.9444
508,22911.6667,58880.8333
509,22912.2222,58078.6111
510,22916.6667,57250.0
511,22916.6667,57316.6667
512,22916.6667,57716.6667
513,22918.6111,58078.0556
514,22921.9444,58073.3333
515,22923.6111,58054.4444
516,22926.6667,59211.9444
517,22927.5,58078.3333
518,22933.3333,57266.6667
519,22933.3333,57533.3333
520,22933.3333,57600.0
521,22933.3333,57666.6667
522,22933.3333,57766.6667
523,22933.3333,57783.3333
524,22938.3333,59133.8889
525,22945.5556,58020.5556
526,22950.0,57266.6667
527,22950.0,57283.3333
528,22950.0,57533.3333
529,22950.0,57650.0
530,22950.0,57666.6667
531,22950.0,57900.0
532,22950.0,58816.6667
533,22961.1111,58277.5
534,22966.6667,57300.0
535,22966.6667,57550.0
536,22966.6667,57683.3333
537,22966.6667,57916.6667
538,22966.6667,58300.0
539,22966.6667,58550.0
540,22966.6667,58566.6667
541,22966.6667,58800.0
542,22969.4444,58295.2778
543,22975.5556,58255.5556
544,22978.6111,58270.8333
545,22978.6111,58521.6667
546,22981.1111,58535.5556
547,22983.3333,57133.3333
548,22983.3333,57150.0
549,22983.3333,57583.3333
550,22983.3333,57666.6667
551,22983.3333,57783.3333
552,22983.3333,58550.0
553,22983.3333,58566.6667
554,22983.3333,58783.3333
555,22985.8333,58293.6111
556,22986.9444,58472.2222
557,22987.5,58510.8333
558,22992.2222,59138.3333
559,22993.8889,58022.5
560,22995.5556,58473.8889
561,23000.0,57316.6667
562,23003.3333,57776.6667
563,23006.6667,59009.7222
564,23011.3889,57701.1111
565,23011.6667,58224.7222
566,23016.1111,58022.2222
567,23016.6667,57166.6667
568,23016.6667,59116.6667
569,23016.9444,58147.7778
570,23019.4444,58740.0
571,23020.0,57536.3889
572,23020.5556,57522.2222
573,23021.6667,57993.0556
574,23022.5,58211.3889
575,23024.4444,58743.0556
576,23025.2778,57667.7778
577,23026.3889,57982.7778
578,23028.0556,58011.9444
579,23030.8333,58583.0556
580,23032.5,58991.3889
581,23033.6111,58278.8889
582,23040.0,58933.3333
583,23040.8333,58701.6667
584,23041.1111,57142.7778
585,23041.1111,58544.1667
586,23041.3889,58197.5
587,23042.5,57448.0556
588,23042.5,58314.1667
589,23042.7778,58091.9444
590,23043.8889,57670.2778
591,23044.1667,58940.8333
592,23045.0,58982.2222
593,23045.5556,57961.9444
594,23045.8333,58654.7222
595,23046.1111,58514.7222
596,23046.1111,58608.6111
597,23046.6667,57988.8889
598,23046.9444,58661.1111
599,23047.5,58688.0556
600,23048.0556,58623.0556
601,23049.7222,58928.0556
602,23050.0,56983.6111
603,23050.0,58983.3333
604,23050.5556,58623.8889
605,23051.1111,58085.8333
606,23052.5,57410.2778
607,23052.5,58615.8333
608,23053.3333,57658.8889
609,23054.7222,57956.1111
610,23055.2778,58980.8333
611,23056.3889,58133.8889
612,23059.4444,57130.0
613,23060.0,57701.1111
614,23060.0,57954.4444
615,23060.5556,56982.2222
616,23060.8333,58911.9444
617,23061.1111,57000.8333
618,23061.3889,57572.7778
619,23062.2222,57569.1667
620,23062.2222,57666.1111
621,23062.5,57948.0556
622,23063.0556,57264.7222
623,23063.3333,57680.8333
624,23063.6111,58070.5556
625,23065.8333,57659.7222
626,23065.8333,57950.0
627,23066.1111,57663.3333
628,23066.1111,58985.8333
629,23066.6667,57034.1667
630,23066.6667,58616.6667
631,23067.7778,57695.5556
632,23068.6111,57640.8333
633,23070.2778,56965.8333
634,23070.2778,58614.4444
635,23071.3889,57601.9444
636,23071.6667,58610.5556
637,23071.6667,58992.5
638,23071.9444,57131.1111
639,23072.2222,57666.6667
640,23072.5,57662.5
641,23073.3333,57925.8333
642,23073.6111,57538.6111
643,23074.1667,57550.0
644,23074.1667,58866.1111
645,23076.1111,58570.2778
646,23076.3889,57535.8333
647,23077.5,57709.7222
648,23077.5,58871.1111
649,23077.7778,57944.7222
650,23079.7222,57106.3889
651,23079.7222,59054.7222
652,23081.9444,58725.2778
653,23083.3333,56816.6667
654,23083.3333,57280.8333
655,23083.3333,57300.0
656,23083.3333,57516.6667
657,23083.3333,57933.3333
658,23083.6111,57611.1111
659,23083.6111,58866.6667
660,23084.1667,58153.8889
661,23084.4444,58567.7778
662,23085.5556,57739.4444
663,23086.3889,57298.0556
664,23086.9444,57555.5556
665,23087.2222,57517.7778
666,23087.2222,58861.3889
667,23088.0556,58853.0556
668,23088.8889,58040.8333
669,23089.4444,57735.0
670,23090.5556,57521.9444
671,23090.8333,58104.7222
672,23091.1111,57724.4444
673,23091.6667,58236.6667
674,23091.6667,58862.5
675,23092.7778,57730.5556
676,23093.8889,57430.5556
677,23094.1667,57756.3889
678,23095.2778,57564.4444
679,23096.1111,57758.6111
680,23098.0556,57553.3333
681,23098.3333,58036.9444
682,23098.3333,58573.6111
683,23100.0,57050.0
684,23100.0,57161.6667
685,23100.0,57833.3333
686,23101.6667,57910.0
687,23101.6667,58454.4444
688,23101.9444,57310.8333
689,23102.5,57556.9444
690,23103.3333,58567.7778
691,23104.1667,58580.5556
692,23104.4444,57835.2778
693,23104.7222,57558.8889
694,23105.2778,57069.1667
695,23105.2778,58847.7778
696,23105.8333,58306.9444
697,23107.2222,57819.7222
698,23107.2222,58353.3333
699,23107.2222,58561.1111
700,23107.5,57563.6111
701,23107.7778,57559.1667
702,23107.7778,58305.2778
703,23108.0556,57836.3889
704,23112.5,57541.1111
705,23112.5,58516.1111
706,23113.6111,56933.3333
707,23114.4444,57577.5
708,23114.4444,58476.3889
709,23115.5556,58513.0556
710,23116.6667,57650.0
711,23116.6667,57916.6667
712,23118.0556,57449.7222
713,23118.0556,57836.6667
714,23118.0556,58541.6667
715,23118.8889,57577.5
716,23119.1667,58318.0556
717,23119.1667,58532.7778
718,23119.7222,58216.6667
719,23120.5556,57283.0556
720,23121.1111,58361.3889
721,23123.6111,58463.3333
722,23125.2778,58314.1667
723,23125.5556,57568.0556
724,23126.3889,57520.5556
725,23126.3889,57753.8889
726,23130.2778,57083.6111
727,23132.5,57560.2778
728,23133.6111,57672.7778
729,23135.0,58396.9444
730,23135.8333,56894.7222
731,23137.2222,58401.3889
732,23137.7778,56924.4444
733,23137.7778,57085.5556
734,23138.6111,57734.7222
735,23139.1667,57312.2222
736,23139.7222,57843.6111
737,23140.0,57741.9444
738,23140.2778,58413.8889
739,23140.5556,57471.9444
740,23140.8333,57666.1111
741,23141.1111,57755.8333
742,23142.2222,57447.2222
743,23142.7778,57734.7222
744,23143.3333,57564.4444
745,23143.8889,56451.9444
746,23144.7222,56466.9444
747,23145.2778,57673.8889
748,23146.1111,57851.3889
749,23147.2222,57517.5
750,23147.2222,57602.5
751,23148.3333,57559.1667
752,23148.6111,57206.6667
753,23148.6111,58830.2778
754,23149.7222,57529.4444
755,23150.0,57000.0
756,23150.0,57816.6667
757,23151.3889,57341.1111
758,23152.2222,57776.9444
759,23152.7778,58314.4444
760,23154.7222,57738.0556
761,23156.1111,57540.0
762,23156.9444,57741.3889
763,23157.2222,57347.7778
764,23158.0556,57298.8889
765,23158.0556,57301.9444
766,23158.3333,57339.1667
767,23158.3333,58854.1667
768,23158.6111,57545.5556
769,23161.6667,57858.0556
770,23165.2778,57483.6111
771,23165.5556,57926.9444
772,23166.6667,57683.3333
773,23166.9444,57849.1667
774,23167.7778,56942.7778
775,23168.3333,56909.1667
776,23169.4444,58922.2222
777,23170.2778,57152.2222
778,23172.5,57670.5556
779,23173.0556,57430.5556
780,23173.6111,57318.3333
781,23174.1667,57867.7778
782,23175.0,57200.8333
783,23175.2778,58814.1667
784,23176.9444,57911.1111
785,23177.2222,58986.9444
786,23178.6111,57318.0556
787,23178.6111,57866.1111
788,23179.1667,56480.5556
789,23180.8333,57654.4444
790,23181.3889,57296.6667
791,23181.3889,58318.8889
792,23181.9444,57607.2222
793,23182.7778,58989.7222
794,23183.3333,57016.6667
795,23183.3333,59000.0
796,23183.8889,58598.6111
797,23184.1667,57490.8333
798,23185.0,57613.0556
799,23185.0,57618.6111
800,23185.2778,57411.6667
801,23185.5556,57626.1111
802,23185.5556,57636.6667
803,23185.8333,57018.3333
804,23187.2222,58982.7778
805,23187.5,57317.2222
806,23187.5,57563.8889
807,23188.0556,57574.1667
808,23188.6111,57386.3889
809,23188.8889,57631.6667
810,23189.1667,57610.0
811,23191.3889,56435.8333
812,23191.3889,57211.6667
813,23191.9444,57557.5
814,23194.1667,58606.1111
815,23194.7222,57371.1111
816,23195.5556,57557.5
817,23196.9444,58989.1667
818,23198.3333,57206.6667
819,23198.6111,57373.0556
820,23199.4444,57721.3889
821,23200.0,57679.4444
822,23201.3889,58953.3333
823,23201.6667,58986.1111
824,23202.7778,57661.9444
825,23203.8889,57562.2222
826,23203.8889,58585.2778
827,23204.1667,57511.3889
828,23204.4444,57525.5556
829,23204.7222,56524.7222
830,23205.5556,58965.5556
831,23206.1111,57562.5
832,23207.7778,58685.2778
833,23208.0556,57381.3889
834,23208.3333,56959.7222
835,23209.4444,58977.5
836,23210.0,57338.6111
837,23210.0,58083.0556
838,23210.2778,57555.2778
839,23210.8333,57662.2222
840,23211.1111,57455.2778
841,23211.3889,57673.0556
842,23212.7778,56429.7222
843,23213.6111,57459.4444
844,23214.7222,57013.6111
845,23215.0,57872.5
846,23216.1111,57148.0556
847,23216.6667,58566.6667
848,23216.9444,57402.5
849,23216.9444,57505.2778
850,23217.2222,58077.2222
851,23219.1667,57441.3889
852,23219.4444,58138.0556
853,23219.4444,58914.7222
854,23219.7222,57314.4444
855,23220.0,57332.7778
856,23222.5,56461.6667
857,23222.7778,57302.7778
858,23223.3333,57333.8889
859,23223.6111,57323.0556
860,23224.1667,57037.5
861,23224.7222,56473.6111
862,23224.7222,57322.2222
863,23226.1111,58676.1111
864,23226.9444,57645.0
865,23227.2222,57329.4444
866,23227.2222,58080.0
867,23228.0556,57559.4444
868,23229.4444,56458.3333
869,23229.4444,57061.3889
870,23229.7222,57046.6667
871,23229.7222,58070.2778
872,23232.2222,57286.9444
873,23232.7778,58569.4444
874,23233.3333,58233.3333
875,23233.6111,58079.7222
876,23233.8889,57129.7222
877,23234.1667,57039.4444
878,23235.5556,58077.5
879,23236.1111,58707.2222
880,23236.3889,56504.4444
881,23236.6667,58896.9444
882,23236.9444,58118.3333
883,23237.7778,58722.5
884,23239.1667,57535.2778
885,23239.4444,58910.8333
886,23239.7222,58234.1667
887,23240.2778,58901.3889
888,23240.5556,57195.0
889,23242.2222,57301.6667
890,23242.7778,56516.6667
891,23243.8889,58764.7222
892,23244.4444,58531.9444
893,23245.8333,58557.2222
894,23246.3889,58917.2222
895,23246.6667,57373.6111
896,23247.5,57317.2222
897,23250.0,58583.3333
898,23250.2778,57286.1111
899,23251.1111,58090.2778
900,23251.1111,58101.1111
901,23252.5,57045.2778
902,23252.7778,56746.3889
903,23252.7778,57340.5556
904,23255.0,58787.5
905,23256.3889,56508.6111
906,23256.3889,57299.7222
907,23258.3333,58720.2778
908,23259.4444,58884.7222
909,23260.0,58782.2222
910,23261.1111,57282.2222
911,23261.9444,58230.5556
912,23261.9444,58591.1111
913,23262.7778,58916.1111
914,23263.8889,58903.0556
915,23264.7222,58626.3889
916,23265.2778,57210.2778
917,23265.8333,58923.0556
918,23266.3889,57267.7778
919,23266.9444,57278.3333
920,23267.2222,57397.5
921,23268.8889,57700.5556
922,23271.3889,56527.5
923,23271.3889,57328.8889
924,23271.3889,58751.6667
925,23271.9444,58907.7778
926,23272.5,57456.6667
927,23278.8889,58752.5
928,23279.1667,56698.8889
929,23279.7222,57922.2222
930,23280.2778,56536.3889
931,23281.9444,56922.7778
932,23281.9444,57464.4444
933,23283.3333,57833.3333
934,23283.6111,56893.6111
935,23284.1667,58040.8333
936,23284.7222,57469.1667
937,23287.7778,57830.2778
938,23287.7778,57920.0
939,23287.7778,58604.4444
940,23288.0556,57970.5556
941,23288.8889,56547.2222
942,23288.8889,57328.8889
943,23291.3889,56658.8889
944,23292.2222,57975.5556
945,23293.6111,57979.1667
946,23293.6111,58530.2778
947,23294.7222,57008.3333
948,23296.3889,58225.2778
949,23296.6667,57975.2778
950,23297.2222,57981.6667
951,23297.7778,56618.6111
952,23298.0556,57977.7778
953,23298.6111,57168.6111
954,23298.6111,58061.6667
955,23298.8889,57534.7222
956,23299.7222,57529.4444
957,23299.7222,58598.8889
958,23300.0,57983.3333
959,23300.0,58216.6667
960,23300.5556,57545.2778
961,23301.1111,57980.0
962,23301.3889,58032.2222
963,23301.6667,57986.3889
964,23302.7778,57550.0
965,23302.7778,58042.7778
966,23303.8889,57981.6667
967,23305.5556,58029.7222
968,23305.8333,57987.5
969,23306.1111,57531.1111
970,23307.2222,58000.2778
971,23307.7778,58060.8333
972,23308.8889,57992.5
973,23309.4444,58014.4444
974,23310.0,56627.7778
975,23310.0,57321.9444
976,23310.5556,58023.0556
977,23310.8333,58018.3333
978,23311.3889,58041.6667
979,23311.6667,57478.8889
980,23311.6667,57994.4444
981,23311.9444,56614.7222
982,23312.5,57230.8333
983,23312.5,58006.6667
984,23312.7778,57031.1111
985,23312.7778,58004.4444
986,23313.8889,58011.3889
987,23314.1667,58006.1111
988,23315.8333,58008.6111
989,23316.1111,58074.4444
990,23316.6667,58016.6667
991,23316.6667,58733.3333
992,23317.5,56316.1111
993,23318.6111,57576.6667
994,23318.6111,58019.1667
995,23321.9444,57028.0556
996,23322.2222,58741.3889
997,23323.8889,58225.8333
998,23324.4444,57939.4444
999,23325.8333,56386.6667
1000,23327.2222,57950.5556
1001,23328.3333,58595.5556
1002,23330.5556,58122.5
1003,23330.5556,58581.6667
1004,23331.6667,58226.1111
1005,23332.2222,57028.3333
1006,23333.8889,58578.0556
1007,23341.9444,57311.3889
1008,23341.9444,58581.1111
1009,23344.1667,58093.0556
1010,23344.1667,58551.6667
1011,23350.0,57026.6667
1012,23351.6667,58016.9444
1013,23352.5,58722.2222
1014,23354.7222,56354.7222
1015,23355.0,57632.5
1016,23355.8333,58038.3333
1017,23356.1111,58047.7778
1018,23359.1667,58579.1667
